FunctionalAssessment,ADL,MMSE,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
4.9974,0.0,0.0,1043.62,1.0,1.0,1.0,0.0,0.1594
,,,,,,,,
4.9868,0.0,0.0,1043.64,1.0,1.0,1.0,0.0,0.1591
,,,,,,,,
4.9808,0.0,0.0,1043.64,1.0,1.0,1.0,0.0,0.1589
,,,,,,,,
5.0187,0.0,0.0,1043.6,1.0,1.0,1.0,0.0,0.16
,,,,,,,,
5.2434,0.0,0.0,1043.35,1.0,1.0,1.0,0.0,0.1663
,,,,,,,,
5.002,0.0,0.0,1043.62,1.0,1.0,1.0,0.0,0.1596
,,,,,,,,
4.9879,0.0,0.0,1043.63,1.0,1.0,1.0,0.0,0.1592
,,,,,,,,
4.9706,0.0,0.0,1043.65,1.0,1.0,1.0,0.0,0.1587
,,,,,,,,
4.9945,0.0,0.0,1043.62,1.0,1.0,1.0,0.0,0.1594
,,,,,,,,
5.2453,0.0,0.0,1043.34,1.0,1.0,1.0,0.0,0.1664
,,,,,,,,
5.0033,0.0,0.0,1043.62,1.0,1.0,1.0,0.0,0.1596
,,,,,,,,
5.0093,0.0,0.0,1043.61,1.0,1.0,1.0,0.0,0.1598
,,,,,,,,
4.9601,0.0,0.0,1043.67,1.0,1.0,1.0,0.0,0.1583
,,,,,,,,
4.9716,0.0,0.0,1043.65,1.0,1.0,1.0,0.0,0.1587
,,,,,,,,
5.0069,0.0,0.0,1043.61,1.0,1.0,1.0,0.0,0.1597
,,,,,,,,
5.187,0.0,0.0,1043.41,1.0,1.0,1.0,0.0,0.1648
,,,,,,,,
4.9907,0.0,0.0,1043.63,1.0,1.0,1.0,0.0,0.1592
,,,,,,,,
5.2185,0.0,0.0,1043.38,1.0,1.0,1.0,0.0,0.1656
,,,,,,,,
4.9616,0.0,0.0,1043.66,1.0,1.0,1.0,0.0,0.1584
,,,,,,,,
5.0102,0.0,0.0,1043.61,1.0,1.0,1.0,0.0,0.1598
,,,,,,,,
4.9574,0.0,0.0,1043.67,1.0,1.0,1.0,0.0,0.1583
,,,,,,,,
5.1598,0.0,0.0,1043.44,1.0,1.0,1.0,0.0,0.164
,,,,,,,,
5.223,0.0,0.0,1043.37,1.0,1.0,1.0,0.0,0.1658
,,,,,,,,
5.1832,0.0,0.0,1043.41,1.0,1.0,1.0,0.0,0.1647
,,,,,,,,
5.2403,0.0,0.0,1043.35,1.0,1.0,1.0,0.0,0.1662
,,,,,,,,
4.9792,0.0,0.0,1043.64,1.0,1.0,1.0,0.0,0.1589
,,,,,,,,
5.2506,0.0,0.0,1043.34,1.0,1.0,1.0,0.0,0.1665
,,,,,,,,
4.991,0.0,0.0,1043.63,1.0,1.0,1.0,0.0,0.1592
,,,,,,,,
5.2322,0.0,0.0,1043.36,1.0,1.0,1.0,0.0,0.166
,,,,,,,,
5.2533,0.0,0.0,1043.34,1.0,1.0,1.0,0.0,0.1666
,,,,,,,,
4.9944,0.0,0.0,1043.63,1.0,1.0,1.0,0.0,0.1593
,,,,,,,,
5.1838,0.0,0.0,1043.41,1.0,1.0,1.0,0.0,0.1647
,,,,,,,,
5.1843,0.0,0.0,1043.41,1.0,1.0,1.0,0.0,0.1647
,,,,,,,,
5.0153,0.0,0.0,1043.6,1.0,1.0,1.0,0.0,0.1599
,,,,,,,,
5.2134,0.0,0.0,1043.38,1.0,1.0,1.0,0.0,0.1655
,,,,,,,,
5.2334,0.0,0.0,1043.36,1.0,1.0,1.0,0.0,0.166
,,,,,,,,
5.2155,0.0,0.0,1043.38,1.0,1.0,1.0,0.0,0.1656
,,,,,,,,
5.2247,0.0,0.0,1043.37,1.0,1.0,1.0,0.0,0.1658
,,,,,,,,
5.1499,0.0,0.0,1043.45,1.0,1.0,1.0,0.0,0.1637
,,,,,,,,
5.183,0.0,0.0,1043.41,1.0,1.0,1.0,0.0,0.1647
,,,,,,,,
5.1724,0.0,0.0,1043.42,1.0,1.0,1.0,0.0,0.1644
,,,,,,,,
5.1731,0.0,0.0,1043.42,1.0,1.0,1.0,0.0,0.1644
,,,,,,,,
4.9992,0.0,0.0,1043.62,1.0,1.0,1.0,0.0,0.1595
,,,,,,,,
5.2234,0.0,0.0,1043.37,1.0,1.0,1.0,0.0,0.1658
,,,,,,,,
4.9729,0.0,0.0,1043.65,1.0,1.0,1.0,0.0,0.1587
,,,,,,,,
5.2154,0.0,0.0,1043.38,1.0,1.0,1.0,0.0,0.1655
,,,,,,,,
5.1986,0.0,0.0,1043.4,1.0,1.0,1.0,0.0,0.1651
,,,,,,,,
5.1572,0.0,0.0,1043.44,1.0,1.0,1.0,0.0,0.1639
,,,,,,,,
5.1898,0.0,0.0,1043.41,1.0,1.0,1.0,0.0,0.1648
,,,,,,,,
4.9793,0.0,0.0,1043.64,1.0,1.0,1.0,0.0,0.1589
,,,,,,,,
4.9637,0.0,0.0,1043.66,1.0,1.0,1.0,0.0,0.1585
,,,,,,,,
5.1025,0.0,0.0,1043.5,1.0,1.0,1.0,0.0,0.1624
,,,,,,,,
4.9579,0.0,0.0,1043.67,1.0,1.0,1.0,0.0,0.1583
,,,,,,,,
4.9857,0.0,0.0,1043.64,1.0,1.0,1.0,0.0,0.1591
,,,,,,,,
5.2077,0.2905,0.0,1043.0,1.0,1.0,1.0,0.0,0.175
,,,,,,,,
4.977,0.0,0.0,1043.65,1.0,1.0,1.0,0.0,0.1588
,,,,,,,,
5.1541,0.0,0.0,1043.44,1.0,1.0,1.0,0.0,0.1639
,,,,,,,,
5.1817,0.0,0.0,1043.42,1.0,1.0,1.0,0.0,0.1646
,,,,,,,,
5.1623,0.0,0.0,1043.44,1.0,1.0,1.0,0.0,0.1641
,,,,,,,,
5.1435,0.0,0.0,1043.46,1.0,1.0,1.0,0.0,0.1636
,,,,,,,,
5.1021,0.0,0.0,1043.5,1.0,1.0,1.0,0.0,0.1624
,,,,,,,,
5.075,0.0,0.0,1043.54,1.0,1.0,1.0,0.0,0.1616
,,,,,,,,
5.1939,0.0,0.0,1043.4,1.0,1.0,1.0,0.0,0.165
,,,,,,,,
4.9694,0.0,0.0,1043.66,1.0,1.0,1.0,0.0,0.1586
,,,,,,,,
5.2146,0.0,0.0,1043.38,1.0,1.0,1.0,0.0,0.1655
,,,,,,,,
5.1631,0.0,0.0,1043.44,1.0,1.0,1.0,0.0,0.1641
,,,,,,,,
5.1278,0.0,0.0,1043.48,1.0,1.0,1.0,0.0,0.1631
,,,,,,,,
5.2279,0.0,0.0,1043.36,1.0,1.0,1.0,0.0,0.1659
,,,,,,,,
5.2255,0.0,0.0,1043.37,1.0,1.0,1.0,0.0,0.1658
,,,,,,,,
5.1977,0.0,0.0,1043.4,1.0,1.0,1.0,0.0,0.1651
,,,,,,,,
5.2477,0.0,0.0,1043.34,1.0,1.0,1.0,0.0,0.1664
,,,,,,,,
5.1553,0.0,0.0,1043.44,1.0,1.0,1.0,0.0,0.1639
,,,,,,,,
5.2077,0.283,0.0,1043.01,1.0,1.0,1.0,0.0,0.1748
,,,,,,,,
5.1918,0.2951,0.0,1043.01,1.0,1.0,1.0,0.0,0.1747
,,,,,,,,
5.2327,0.2912,0.0,1042.97,1.0,1.0,1.0,0.0,0.1757
,,,,,,,,
5.0983,0.0,0.0,1043.51,1.0,1.0,1.0,0.0,0.1623
,,,,,,,,
5.2212,0.0,0.0,1043.37,1.0,1.0,1.0,0.0,0.1657
,,,,,,,,
5.1214,0.0,0.0,1043.48,1.0,1.0,1.0,0.0,0.1629
,,,,,,,,
5.1307,0.2953,0.0,1043.08,1.0,1.0,1.0,0.0,0.1731
,,,,,,,,
5.0282,0.2934,0.0,1043.2,1.0,1.0,1.0,0.0,0.1701
,,,,,,,,
5.1215,0.0,0.0,1043.48,1.0,1.0,1.0,0.0,0.163
,,,,,,,,
5.2065,0.0,0.0,1043.39,1.0,1.0,1.0,0.0,0.1653
,,,,,,,,
5.0641,0.0,0.0,1043.55,1.0,1.0,1.0,0.0,0.1613
,,,,,,,,
5.1491,0.2863,0.0,1043.07,1.0,1.0,1.0,0.0,0.1733
,,,,,,,,
5.0565,0.0,0.0,1043.56,1.0,1.0,1.0,0.0,0.1611
,,,,,,,,
5.1151,0.0,0.0,1043.49,1.0,1.0,1.0,0.0,0.1628
,,,,,,,,
5.036,0.0,0.0,1043.58,1.0,1.0,1.0,0.0,0.1605
,,,,,,,,
5.1202,0.0,0.0,1043.48,1.0,1.0,1.0,0.0,0.1629
,,,,,,,,
5.1616,0.0,0.0,1043.44,1.0,1.0,1.0,0.0,0.1641
,,,,,,,,
4.9955,0.0,0.0,1043.62,1.0,1.0,1.0,0.0,0.1594
,,,,,,,,
5.1855,0.0,0.0,1043.41,1.0,1.0,1.0,0.0,0.1647
,,,,,,,,
5.0878,0.2857,0.0,1043.14,1.0,1.0,1.0,0.0,0.1715
,,,,,,,,
5.1989,0.2633,0.0,1043.04,1.0,1.0,1.0,0.0,0.1739
,,,,,,,,
5.2133,0.2749,0.0,1043.02,1.0,1.0,1.0,0.0,0.1746
,,,,,,,,
5.0166,0.0,0.0,1043.6,1.0,1.0,1.0,0.0,0.16
,,,,,,,,
4.3282,0.5547,0.0,1043.66,1.0,1.0,1.0,0.0,0.1585
,,,,,,,,
4.9635,0.2478,0.0,1043.27,1.0,1.0,1.0,0.0,0.1667
,,,,,,,,
5.0181,0.1791,0.0,1043.36,1.0,1.0,1.0,0.0,0.166
,,,,,,,,
4.9905,0.2728,0.0,1043.27,1.0,1.0,1.0,0.0,0.1683
,,,,,,,,
5.2196,0.0,0.0,1043.37,1.0,1.0,1.0,0.0,0.1657
,,,,,,,,
4.9636,0.0,0.0,1043.66,1.0,1.0,1.0,0.0,0.1585
,,,,,,,,
5.2354,0.0,0.0,1043.36,1.0,1.0,1.0,0.0,0.1661
,,,,,,,,
4.9655,0.275,0.0,1043.29,1.0,1.0,1.0,0.0,0.1677
,,,,,,,,
4.2763,0.4663,0.0,1043.84,1.0,1.0,1.0,0.0,0.154
,,,,,,,,
4.3715,0.5085,0.0,1043.67,1.0,1.0,1.0,0.0,0.1582
,,,,,,,,
4.3835,0.8071,0.0,1043.26,1.0,1.0,1.0,0.0,0.1684
,,,,,,,,
5.0667,0.0,0.0,1043.54,1.0,1.0,1.0,0.0,0.1614
,,,,,,,,
4.2925,0.5796,0.0,1043.67,1.0,1.0,1.0,0.0,0.1583
,,,,,,,,
4.9775,0.2733,0.0,1043.28,1.0,1.0,1.0,0.0,0.168
,,,,,,,,
4.3767,0.5375,0.0,1043.62,1.0,1.0,1.0,0.0,0.1594
,,,,,,,,
4.1619,0.5414,0.0,1043.88,1.0,1.0,1.0,0.0,0.1531
,,,,,,,,
5.0029,0.269,0.0,1043.26,1.0,1.0,1.0,0.0,0.1686
,,,,,,,,
4.2415,0.5449,0.0,1043.77,1.0,1.0,1.0,0.0,0.1557
,,,,,,,,
5.089,0.2263,0.0,1043.22,1.0,1.0,1.0,0.0,0.1696
,,,,,,,,
4.3002,0.7165,0.0,1043.48,1.0,1.0,1.0,0.0,0.163
,,,,,,,,
4.2715,1.2406,0.0,1042.84,1.0,1.0,1.0,0.0,0.179
,,,,,,,,
4.1279,1.3311,0.0,1042.9,1.0,1.0,1.0,0.0,0.1774
,,,,,,,,
4.1621,0.6135,0.0,1043.78,1.0,1.0,1.0,0.0,0.1555
,,,,,,,,
4.1211,0.5331,0.0,1043.94,1.0,1.0,1.0,0.0,0.1516
,,,,,,,,
4.0353,1.3733,0.8288,1042.6,1.0,1.0,1.0,0.0,0.185
,,,,,,,,
4.2457,0.5095,0.7213,1043.5,1.0,1.0,1.0,0.0,0.1626
,,,,,,,,
4.1943,1.0601,0.0,1043.16,1.0,1.0,1.0,0.0,0.171
,,,,,,,,
4.1984,1.4578,0.7477,1042.34,1.0,1.0,1.0,0.0,0.1916
,,,,,,,,
4.1996,1.3454,0.0,1042.8,1.0,1.0,1.0,0.0,0.18
,,,,,,,,
4.34,1.0896,0.8738,1042.56,1.0,1.0,1.0,0.0,0.1859
,,,,,,,,
4.2887,1.3992,0.0,1042.63,1.0,1.0,1.0,0.0,0.1842
,,,,,,,,
4.302,1.0307,0.0,1043.07,1.0,1.0,1.0,0.0,0.1732
,,,,,,,,
4.2647,0.6895,0.0,1043.56,1.0,1.0,1.0,0.0,0.1611
,,,,,,,,
4.3782,1.007,0.0,1043.01,1.0,1.0,1.0,0.0,0.1747
,,,,,,,,
4.1641,0.5532,2.3355,1042.82,1.0,1.0,1.0,0.0,0.1795
,,,,,,,,
4.1815,0.553,1.6372,1043.11,1.0,1.0,1.0,0.0,0.1723
,,,,,,,,
4.1054,1.4591,0.0,1042.78,1.0,1.0,1.0,0.0,0.1805
,,,,,,,,
4.1042,0.7238,1.5529,1043.02,1.0,1.0,1.0,0.0,0.1746
,,,,,,,,
4.3357,1.2261,0.7056,1042.47,1.0,1.0,1.0,0.0,0.1882
,,,,,,,,
4.1123,0.968,0.7849,1042.94,1.0,1.0,1.0,0.0,0.1743
,,,,,,,,
4.3359,1.1976,0.5816,1042.56,1.0,1.0,1.0,0.0,0.186
,,,,,,,,
4.4312,1.0434,0.0,1042.9,1.0,1.0,1.0,0.0,0.1774
,,,,,,,,
4.29,1.7222,0.0,1042.25,1.0,1.0,1.0,0.0,0.1938
,,,,,,,,
4.1138,1.1681,1.2096,1042.58,1.0,1.0,1.0,0.0,0.1854
,,,,,,,,
4.3362,0.7467,0.2424,1043.29,1.0,1.0,1.0,0.0,0.1677
,,,,,,,,
4.1724,1.4313,1.1953,1042.2,1.0,1.0,1.0,0.0,0.1949
,,,,,,,,
4.1478,0.7244,1.1635,1043.14,1.0,1.0,1.0,0.0,0.1716
,,,,,,,,
4.099,1.367,1.3092,1042.32,1.0,1.0,1.0,0.0,0.1921
,,,,,,,,
4.1837,1.0764,1.3572,1042.55,1.0,1.0,1.0,0.0,0.1862
,,,,,,,,
4.2995,1.0216,0.6461,1042.8,1.0,1.0,1.0,0.0,0.1801
,,,,,,,,
4.1529,1.5295,0.4542,1042.44,1.0,1.0,1.0,0.0,0.1891
,,,,,,,,
4.1948,1.0176,1.3806,1042.6,1.0,1.0,1.0,0.0,0.185
,,,,,,,,
4.3176,1.0955,0.5942,1042.7,1.0,1.0,1.0,0.0,0.1824
,,,,,,,,
4.0764,1.0452,2.1101,1042.39,1.0,1.0,1.0,0.0,0.1903
,,,,,,,,
4.2766,1.0581,1.0573,1042.6,1.0,1.0,1.0,0.0,0.1851
,,,,,,,,
4.1571,0.9438,1.1321,1042.85,1.0,1.0,1.0,0.0,0.1787
,,,,,,,,
4.0889,0.5243,1.9111,1043.14,1.0,1.0,1.0,0.0,0.1716
,,,,,,,,
4.2722,0.9819,1.1842,1042.64,1.0,1.0,1.0,0.0,0.184
,,,,,,,,
4.1314,1.1024,0.0,1043.13,1.0,1.0,1.0,0.0,0.1704
,,,,,,,,
4.2636,0.7551,0.6653,1043.03,1.0,1.0,1.0,0.0,0.1706
,,,,,,,,
4.3424,0.5806,0.8995,1041.96,1.0,1.0,1.0,0.0,0.1698
,,,,,,,,
4.143,0.7032,1.7963,1042.69,1.0,1.0,1.0,0.0,0.1778
,,,,,,,,
4.1519,1.1336,0.3225,1042.81,1.0,1.0,1.0,0.0,0.1756
,,,,,,,,
4.1254,1.0608,0.6151,1042.86,1.0,1.0,1.0,0.0,0.1757
,,,,,,,,
5.0209,0.352,0.7713,1042.25,1.0,1.0,1.0,0.0,0.1804
,,,,,,,,
4.0852,1.0376,1.7954,1042.41,1.0,1.0,1.0,0.0,0.1869
,,,,,,,,
4.1671,1.1672,0.4403,1042.76,1.0,1.0,1.0,0.0,0.1784
,,,,,,,,
4.2261,0.8751,1.3001,1042.66,1.0,1.0,1.0,0.0,0.1804
,,,,,,,,
4.1235,1.1386,0.4181,1042.82,1.0,1.0,1.0,0.0,0.176
,,,,,,,,
4.2177,0.6457,0.0,1043.35,1.0,1.0,1.0,0.0,0.1583
,,,,,,,,
4.246,1.4903,-0.1411,1042.4,1.0,1.0,1.0,0.0,0.1872
,,,,,,,,
4.1737,0.8376,0.3123,1043.22,1.0,1.0,1.0,0.0,0.1667
,,,,,,,,
4.3461,0.9529,0.2541,1042.66,1.0,1.0,1.0,0.0,0.1749
,,,,,,,,
4.2492,1.0483,2.4879,1041.9,1.0,1.0,1.0,0.0,0.1999
,,,,,,,,
4.2009,1.0755,0.9335,1042.62,1.0,1.0,1.0,0.0,0.182
,,,,,,,,
4.1966,1.0532,1.7641,1042.17,1.0,1.0,1.0,0.0,0.1904
,,,,,,,,
4.1486,0.8698,0.7178,1043.06,1.0,1.0,1.0,0.0,0.1714
,,,,,,,,
2.86,1.837,1.694,1042.98,1.0,1.0,1.0,0.0,0.1712
,,,,,,,,
4.1614,1.574,0.3659,1042.24,1.0,1.0,1.0,0.0,0.1897
,,,,,,,,
4.0978,1.2955,1.3434,1042.31,1.0,1.0,1.0,0.0,0.1903
,,,,,,,,
4.1259,1.2415,1.2029,1042.19,1.0,1.0,1.0,0.0,0.188
,,,,,,,,
4.1741,1.4555,0.955,1042.28,1.0,1.0,1.0,0.0,0.1931
,,,,,,,,
4.1135,1.5207,0.9727,1042.26,1.0,1.0,1.0,0.0,0.1934
,,,,,,,,
4.0933,1.5303,0.584,1042.45,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
2.7723,1.825,1.8087,1043.23,1.0,1.0,1.0,0.0,0.1693
,,,,,,,,
4.0747,1.7387,0.7048,1042.18,1.0,1.0,1.0,0.0,0.1956
,,,,,,,,
4.2389,1.0942,1.1908,1042.48,1.0,1.0,1.0,0.0,0.1866
,,,,,,,,
3.5024,2.0506,0.8778,1042.45,1.0,1.0,1.0,0.0,0.1888
,,,,,,,,
4.0849,1.3994,1.3404,1042.28,1.0,1.0,1.0,0.0,0.193
,,,,,,,,
3.0904,1.6735,4.3946,1041.78,1.0,1.0,1.0,0.0,0.2038
,,,,,,,,
2.714,1.82,2.7084,1042.91,1.0,1.0,1.0,0.0,0.1773
,,,,,,,,
3.041,1.6688,3.8041,1042.09,1.0,1.0,1.0,0.0,0.1955
,,,,,,,,
2.1743,1.9928,4.3008,1042.69,1.0,1.0,1.0,0.0,0.1828
,,,,,,,,
3.3605,2.4139,0.019,1042.43,1.0,1.0,1.0,0.0,0.185
,,,,,,,,
2.5897,2.9307,1.6394,1042.11,1.0,1.0,1.0,0.0,0.1931
,,,,,,,,
3.3059,2.1745,0.0,1042.87,1.0,1.0,1.0,0.0,0.1763
,,,,,,,,
1.9357,1.8407,6.9242,1040.47,1.0,1.0,1.0,0.0,0.1996
,,,,,,,,
1.8428,2.5103,5.8107,1041.48,1.0,1.0,1.0,0.0,0.2034
,,,,,,,,
3.705,1.1238,7.6029,1037.8,1.0,1.0,1.0,0.0,0.2415
,,,,,,,,
3.2168,2.9751,0.7081,1041.67,1.0,1.0,1.0,0.0,0.204
,,,,,,,,
1.2759,3.0309,10.2007,1039.06,1.0,1.0,1.0,0.0,0.2404
,,,,,,,,
2.9615,2.4978,1.6171,1041.59,1.0,1.0,1.0,0.0,0.1924
,,,,,,,,
3.6454,1.4427,2.1859,1042.2,1.0,1.0,1.0,0.0,0.19
,,,,,,,,
-1.1991,0.9775,9.6838,,,,,,
2.0942,1.9086,2.3492,1053.49,1.0,1.0,1.0,0.0,0.1627
,,,,,,,,
3.6899,1.5548,2.3966,1041.88,1.0,1.0,1.0,0.0,0.197
,,,,,,,,
3.1958,1.7608,2.2259,1042.3,1.0,1.0,1.0,0.0,0.1856
,,,,,,,,
2.9641,1.6141,5.8777,1040.82,1.0,1.0,1.0,0.0,0.2145
,,,,,,,,
3.8386,1.3411,2.6238,1041.66,1.0,1.0,1.0,0.0,0.1979
,,,,,,,,
2.4822,2.2951,1.8841,1042.86,1.0,1.0,1.0,0.0,0.1744
,,,,,,,,
4.1895,-0.3405,3.5856,1039.15,1.0,1.0,1.0,0.0,0.1869
,,,,,,,,
3.0485,3.272,0.0,1042.04,1.0,1.0,1.0,0.0,0.199
,,,,,,,,
4.2969,1.1386,1.3474,1041.61,1.0,1.0,1.0,0.0,0.1915
,,,,,,,,
3.2941,2.2149,0.65,1042.38,1.0,1.0,1.0,0.0,0.1843
,,,,,,,,
4.9597,0.0,0.6202,1043.15,1.0,1.0,1.0,0.0,0.1652
,,,,,,,,
4.3508,0.8329,0.618,1042.86,1.0,1.0,1.0,0.0,0.1751
,,,,,,,,
4.7412,0.3992,0.0,1043.3,1.0,1.0,1.0,0.0,0.1653
,,,,,,,,
4.0542,1.4437,0.0,1042.86,1.0,1.0,1.0,0.0,0.1785
,,,,,,,,
3.0172,2.6653,0.0,1042.76,1.0,1.0,1.0,0.0,0.1809
,,,,,,,,
3.4594,2.5777,0.716,1041.98,1.0,1.0,1.0,0.0,0.2005
,,,,,,,,
4.3463,1.102,0.0,1042.93,1.0,1.0,1.0,0.0,0.1768
,,,,,,,,
3.6856,1.6296,2.492,1041.9,1.0,1.0,1.0,0.0,0.2002
,,,,,,,,
3.2013,3.1188,0.8886,1041.62,1.0,1.0,1.0,0.0,0.2095
,,,,,,,,
5.087,0.2911,0.0,1043.13,1.0,1.0,1.0,0.0,0.1717
,,,,,,,,
1.7356,2.5936,3.933,1041.13,1.0,1.0,1.0,0.0,0.1814
,,,,,,,,
3.1372,1.7735,2.4848,1042.52,1.0,1.0,1.0,0.0,0.187
,,,,,,,,
4.1805,1.6303,0.0,1042.49,1.0,1.0,1.0,0.0,0.1878
,,,,,,,,
4.206,0.8396,0.0,1043.43,1.0,1.0,1.0,0.0,0.1642
,,,,,,,,
4.2005,1.6498,0.8241,1042.07,1.0,1.0,1.0,0.0,0.1982
,,,,,,,,
4.3235,1.0387,0.0,1043.04,1.0,1.0,1.0,0.0,0.1741
,,,,,,,,
3.4863,2.4662,0.0,1042.39,1.0,1.0,1.0,0.0,0.1903
,,,,,,,,
4.2299,0.8255,0.0,1043.42,1.0,1.0,1.0,0.0,0.1645
,,,,,,,,
4.1703,0.8457,0.0,1043.47,1.0,1.0,1.0,0.0,0.1633
,,,,,,,,
3.0075,2.9728,0.0,1042.43,1.0,1.0,1.0,0.0,0.1893
,,,,,,,,
3.3946,1.8938,0.0,1043.16,1.0,1.0,1.0,0.0,0.1711
,,,,,,,,
4.2235,0.5799,0.0,1043.75,1.0,1.0,1.0,0.0,0.1563
,,,,,,,,
3.749,1.2155,2.1511,1042.31,1.0,1.0,1.0,0.0,0.186
,,,,,,,,
4.2399,0.4949,0.0,1043.84,1.0,1.0,1.0,0.0,0.1539
,,,,,,,,
4.3902,0.5355,0.7596,1043.28,1.0,1.0,1.0,0.0,0.1681
,,,,,,,,
3.4722,2.1653,0.0,1042.75,1.0,1.0,1.0,0.0,0.1813
,,,,,,,,
4.2488,0.5895,0.0,1043.71,1.0,1.0,1.0,0.0,0.1573
,,,,,,,,
4.6705,0.4098,0.0,1043.46,1.0,1.0,1.0,0.0,0.1636
,,,,,,,,
4.2185,0.8085,0.0,1043.46,1.0,1.0,1.0,0.0,0.1636
,,,,,,,,
3.6232,1.3556,1.7159,1042.74,1.0,1.0,1.0,0.0,0.1815
,,,,,,,,
4.2664,1.3392,0.8243,1042.36,1.0,1.0,1.0,0.0,0.1909
,,,,,,,,
4.2084,0.8018,0.0,1043.48,1.0,1.0,1.0,0.0,0.163
,,,,,,,,
4.0761,1.3084,0.0,1043.0,1.0,1.0,1.0,0.0,0.1751
,,,,,,,,
4.1803,0.6748,0.0,1043.68,1.0,1.0,1.0,0.0,0.1581
,,,,,,,,
4.0409,1.3297,0.0,1042.92,1.0,1.0,1.0,0.0,0.1747
,,,,,,,,
5.1626,0.2639,0.0,1043.08,1.0,1.0,1.0,0.0,0.1729
,,,,,,,,
4.3193,0.5586,0.0,1043.66,1.0,1.0,1.0,0.0,0.1584
,,,,,,,,
5.1112,0.3699,0.0,1043.0,1.0,1.0,1.0,0.0,0.175
,,,,,,,,
4.1443,1.6181,0.0,1042.54,1.0,1.0,1.0,0.0,0.1864
,,,,,,,,
4.122,1.0747,0.0,1043.23,1.0,1.0,1.0,0.0,0.1692
,,,,,,,,
4.0405,1.5746,0.0,1042.72,1.0,1.0,1.0,0.0,0.1819
,,,,,,,,
4.1524,0.7805,0.0,1043.58,1.0,1.0,1.0,0.0,0.1606
,,,,,,,,
4.1782,1.6613,0.0,1042.45,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
4.1995,1.2526,0.0,1042.91,1.0,1.0,1.0,0.0,0.1772
,,,,,,,,
3.565,1.9067,0.0,1042.93,1.0,1.0,1.0,0.0,0.1768
,,,,,,,,
4.193,1.0075,0.0,1043.23,1.0,1.0,1.0,0.0,0.1693
,,,,,,,,
4.4306,0.788,0.0,1043.24,1.0,1.0,1.0,0.0,0.1691
,,,,,,,,
5.2341,0.2881,0.0,1042.97,1.0,1.0,1.0,0.0,0.1757
,,,,,,,,
4.1759,1.347,0.0,1042.83,1.0,1.0,1.0,0.0,0.1793
,,,,,,,,
4.1879,0.8192,0.0,1043.48,1.0,1.0,1.0,0.0,0.163
,,,,,,,,
3.7051,1.885,0.5293,1042.54,1.0,1.0,1.0,0.0,0.1864
,,,,,,,,
4.2645,0.533,0.0,1043.76,1.0,1.0,1.0,0.0,0.1559
,,,,,,,,
4.1795,0.817,0.0,1043.49,1.0,1.0,1.0,0.0,0.1627
,,,,,,,,
4.3572,0.8192,0.0,1043.28,1.0,1.0,1.0,0.0,0.168
,,,,,,,,
4.1309,0.5688,0.0,1043.88,1.0,1.0,1.0,0.0,0.1531
,,,,,,,,
4.1168,1.4037,0.0,1042.75,1.0,1.0,1.0,0.0,0.1792
,,,,,,,,
4.286,1.3898,0.0,1042.64,1.0,1.0,1.0,0.0,0.1839
,,,,,,,,
4.3398,0.5681,0.0,1043.63,1.0,1.0,1.0,0.0,0.1593
,,,,,,,,
4.0376,1.418,0.0,1042.91,1.0,1.0,1.0,0.0,0.1772
,,,,,,,,
4.1991,0.7569,0.585,1043.29,1.0,1.0,1.0,0.0,0.1678
,,,,,,,,
4.2648,0.7895,0.0,1043.43,1.0,1.0,1.0,0.0,0.1643
,,,,,,,,
3.3335,1.8989,0.0,1043.23,1.0,1.0,1.0,0.0,0.1693
,,,,,,,,
4.0621,1.5593,0.5829,1041.85,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,
4.1505,0.53,0.5615,1043.66,1.0,1.0,1.0,0.0,0.1586
,,,,,,,,
4.0684,1.6459,0.857,1042.16,1.0,1.0,1.0,0.0,0.1944
,,,,,,,,
4.4019,0.5667,0.0,1043.56,1.0,1.0,1.0,0.0,0.1611
,,,,,,,,
4.1215,0.809,0.0,1043.57,1.0,1.0,1.0,0.0,0.1607
,,,,,,,,
5.196,0.2181,0.0,1043.11,1.0,1.0,1.0,0.0,0.1723
,,,,,,,,
4.3377,1.065,0.0,1042.98,1.0,1.0,1.0,0.0,0.1754
,,,,,,,,
3.3891,1.9049,1.4324,1042.52,1.0,1.0,1.0,0.0,0.1871
,,,,,,,,
5.0342,0.21,0.0,1043.3,1.0,1.0,1.0,0.0,0.1675
,,,,,,,,
3.3976,2.0692,0.0,1042.95,1.0,1.0,1.0,0.0,0.1762
,,,,,,,,
4.1303,0.8391,0.0,1043.52,1.0,1.0,1.0,0.0,0.1619
,,,,,,,,
4.9732,0.2943,0.0,1043.26,1.0,1.0,1.0,0.0,0.1685
,,,,,,,,
4.1271,0.8279,0.0,1043.54,1.0,1.0,1.0,0.0,0.1614
,,,,,,,,
4.2099,1.2213,0.0,1042.94,1.0,1.0,1.0,0.0,0.1765
,,,,,,,,
