FunctionalAssessment,ADL,MMSE,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
,,,,,,,,
2.9257,2.3635,0.0,1109.98,1.0,1.0,1.0,0.0,0.1633
,,,,,,,,
3.534,1.7213,1.7898,1108.43,1.0,1.0,1.0,0.0,0.1806
,,,,,,,,
3.529,1.7083,2.5721,1108.02,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
2.9672,2.0599,0.881,1109.83,1.0,1.0,1.0,0.0,0.165
,,,,,,,,
3.5483,1.7709,1.7725,1108.59,1.0,1.0,1.0,0.0,0.1823
,,,,,,,,
2.6544,2.3136,0.8919,1110.24,1.0,1.0,1.0,0.0,0.164
,,,,,,,,
3.5584,1.9764,1.7506,1108.02,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
4.4042,1.4536,1.7683,1107.04,1.0,1.0,1.0,0.0,0.196
,,,,,,,,
2.9163,2.0451,0.8373,1110.37,1.0,1.0,1.0,0.0,0.1626
,,,,,,,,
2.9354,2.0401,0.8937,1110.11,1.0,1.0,1.0,0.0,0.1636
,,,,,,,,
3.2689,1.7452,1.78,1109.36,1.0,1.0,1.0,0.0,0.1738
,,,,,,,,
4.0962,1.7809,1.7599,1107.04,1.0,1.0,1.0,0.0,0.1978
,,,,,,,,
2.9055,2.0794,1.7619,1109.38,1.0,1.0,1.0,0.0,0.1736
,,,,,,,,
3.5422,1.7534,1.7803,1108.65,1.0,1.0,1.0,0.0,0.1817
,,,,,,,,
2.9364,2.0403,0.8943,1110.11,1.0,1.0,1.0,0.0,0.1636
,,,,,,,,
4.7246,1.4286,2.6272,1105.79,1.0,1.0,1.0,0.0,0.2134
,,,,,,,,
2.6404,1.3865,4.3956,1108.7,1.0,1.0,1.0,0.0,0.1741
,,,,,,,,
3.5269,1.7616,1.76,1108.68,1.0,1.0,1.0,0.0,0.1813
,,,,,,,,
3.5277,1.761,0.893,1109.55,1.0,1.0,1.0,0.0,0.1717
,,,,,,,,
3.4863,1.7421,0.8889,1109.39,1.0,1.0,1.0,0.0,0.1699
,,,,,,,,
2.9465,2.0726,0.8879,1110.16,1.0,1.0,1.0,0.0,0.1649
,,,,,,,,
2.6432,2.3504,0.8905,1110.17,1.0,1.0,1.0,0.0,0.1648
,,,,,,,,
3.526,1.7609,1.7751,1108.66,1.0,1.0,1.0,0.0,0.1815
,,,,,,,,
3.4344,1.7444,1.7675,1108.82,1.0,1.0,1.0,0.0,0.1782
,,,,,,,,
4.1532,1.4633,1.6945,1108.02,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
3.8281,1.9938,1.729,1107.0,1.0,1.0,1.0,0.0,0.1965
,,,,,,,,
2.6159,2.6495,0.8941,1109.25,1.0,1.0,1.0,0.0,0.1732
,,,,,,,,
2.6034,4.0921,0.0,1105.86,1.0,1.0,1.0,0.0,0.2055
,,,,,,,,
2.6271,2.2983,0.8791,1110.04,1.0,1.0,1.0,0.0,0.1626
,,,,,,,,
4.1437,1.4416,2.6601,1107.13,1.0,1.0,1.0,0.0,0.1986
,,,,,,,,
2.9309,2.0529,0.8885,1110.09,1.0,1.0,1.0,0.0,0.1638
,,,,,,,,
2.93,3.7519,0.0,1106.58,1.0,1.0,1.0,0.0,0.2047
,,,,,,,,
4.1475,1.9448,1.7346,1106.65,1.0,1.0,1.0,0.0,0.2039
,,,,,,,,
3.4858,1.7672,0.8678,1109.39,1.0,1.0,1.0,0.0,0.1704
,,,,,,,,
2.8964,3.1868,0.0,1108.14,1.0,1.0,1.0,0.0,0.1873
,,,,,,,,
2.9006,2.0491,0.8962,1110.16,1.0,1.0,1.0,0.0,0.163
,,,,,,,,
2.9664,2.0564,0.8882,1110.16,1.0,1.0,1.0,0.0,0.1649
,,,,,,,,
3.2225,1.9997,1.7614,1108.3,1.0,1.0,1.0,0.0,0.1801
,,,,,,,,
2.9302,2.0679,0.8704,1109.9,1.0,1.0,1.0,0.0,0.1641
,,,,,,,,
3.8011,1.7383,1.7719,1108.04,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,
4.1265,1.4533,2.6669,1106.98,1.0,1.0,1.0,0.0,0.1985
,,,,,,,,
2.9077,2.0517,0.8681,1109.54,1.0,1.0,1.0,0.0,0.1629
,,,,,,,,
3.4792,1.7789,1.7501,1108.44,1.0,1.0,1.0,0.0,0.1804
,,,,,,,,
3.5385,1.7445,0.8835,1109.57,1.0,1.0,1.0,0.0,0.1714
,,,,,,,,
3.2097,2.0297,1.7874,1107.58,1.0,1.0,1.0,0.0,0.181
,,,,,,,,
2.8745,2.0426,0.8964,1110.26,1.0,1.0,1.0,0.0,0.162
,,,,,,,,
5.0067,1.1609,2.6502,1105.51,1.0,1.0,1.0,0.0,0.2129
,,,,,,,,
3.5147,1.4048,3.4924,1107.97,1.0,1.0,1.0,0.0,0.1892
,,,,,,,,
3.1413,2.0634,1.634,1108.38,1.0,1.0,1.0,0.0,0.1783
,,,,,,,,
4.6763,1.4438,2.6585,1105.84,1.0,1.0,1.0,0.0,0.2129
,,,,,,,,
2.5661,2.6154,4.8591,1102.43,1.0,1.0,1.0,0.0,0.2148
,,,,,,,,
3.804,1.7785,1.7107,1107.61,1.0,1.0,1.0,0.0,0.1891
,,,,,,,,
2.6528,2.3678,0.8828,1110.1,1.0,1.0,1.0,0.0,0.1655
,,,,,,,,
2.856,2.0549,2.461,1108.43,1.0,1.0,1.0,0.0,0.1792
,,,,,,,,
2.6304,2.3457,0.8871,1109.75,1.0,1.0,1.0,0.0,0.1643
,,,,,,,,
1.7131,2.8668,3.4852,1107.85,1.0,1.0,1.0,0.0,0.1825
,,,,,,,,
4.1177,1.4679,2.6758,1107.11,1.0,1.0,1.0,0.0,0.1988
,,,,,,,,
2.809,2.0211,2.4372,1108.62,1.0,1.0,1.0,0.0,0.1766
,,,,,,,,
4.1153,1.4739,2.6414,1106.98,1.0,1.0,1.0,0.0,0.1985
,,,,,,,,
3.4613,1.7334,1.6268,1108.93,1.0,1.0,1.0,0.0,0.1771
,,,,,,,,
3.7756,1.7358,1.7712,1107.97,1.0,1.0,1.0,0.0,0.1876
,,,,,,,,
3.4378,1.7615,2.6394,1108.03,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,
2.583,2.3108,1.7373,1109.42,1.0,1.0,1.0,0.0,0.1713
,,,,,,,,
2.9172,1.959,0.8638,1110.41,1.0,1.0,1.0,0.0,0.1603
,,,,,,,,
3.469,1.7737,2.5858,1107.66,1.0,1.0,1.0,0.0,0.1893
,,,,,,,,
2.9332,2.0553,1.7431,1109.39,1.0,1.0,1.0,0.0,0.1734
,,,,,,,,
4.1348,1.4288,2.623,1106.9,1.0,1.0,1.0,0.0,0.1975
,,,,,,,,
2.846,2.0275,1.4726,1109.48,1.0,1.0,1.0,0.0,0.1672
,,,,,,,,
2.6099,2.6165,4.0989,1104.72,1.0,1.0,1.0,0.0,0.2076
,,,,,,,,
2.6267,2.8907,0.8763,1108.27,1.0,1.0,1.0,0.0,0.1806
,,,,,,,,
2.7696,2.2699,1.7164,1108.46,1.0,1.0,1.0,0.0,0.1751
,,,,,,,,
2.6142,2.3031,0.8777,1109.44,1.0,1.0,1.0,0.0,0.1624
,,,,,,,,
1.8736,2.5949,7.7053,1100.76,1.0,1.0,1.0,0.0,0.2255
,,,,,,,,
-0.4359,8.5951,8.4834,1090.44,1.0,1.0,1.0,0.0,0.3251
,,,,,,,,
4.355,1.2647,1.5435,1108.23,1.0,1.0,1.0,0.0,0.1863
,,,,,,,,
3.4971,1.7516,2.4124,1107.68,1.0,1.0,1.0,0.0,0.1874
,,,,,,,,
3.8673,1.737,2.6321,1106.86,1.0,1.0,1.0,0.0,0.1998
,,,,,,,,
2.8373,2.0032,0.8578,1110.66,1.0,1.0,1.0,0.0,0.1593
,,,,,,,,
2.6383,2.3378,0.8899,1110.21,1.0,1.0,1.0,0.0,0.1643
,,,,,,,,
3.4981,1.7183,2.4462,1108.03,1.0,1.0,1.0,0.0,0.1868
,,,,,,,,
4.322,1.4736,1.7327,1107.38,1.0,1.0,1.0,0.0,0.194
,,,,,,,,
2.5718,2.1026,3.3942,1104.15,1.0,1.0,1.0,0.0,0.1831
,,,,,,,,
4.3131,1.4776,1.6048,1107.52,1.0,1.0,1.0,0.0,0.1925
,,,,,,,,
4.3372,1.4333,2.6414,1106.44,1.0,1.0,1.0,0.0,0.2032
,,,,,,,,
2.6019,2.1936,3.1815,1104.86,1.0,1.0,1.0,0.0,0.1843
,,,,,,,,
2.4526,2.8853,0.8613,1109.22,1.0,1.0,1.0,0.0,0.1753
,,,,,,,,
1.7063,3.0599,6.0583,1104.74,1.0,1.0,1.0,0.0,0.2166
,,,,,,,,
2.0307,2.4375,8.8488,1098.32,1.0,1.0,1.0,0.0,0.2376
,,,,,,,,
3.3291,1.7556,1.7379,1108.8,1.0,1.0,1.0,0.0,0.1753
,,,,,,,,
2.6376,2.2829,1.7327,1108.6,1.0,1.0,1.0,0.0,0.172
,,,,,,,,
4.2304,1.3958,1.6588,1107.83,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,
1.7732,2.8123,5.5238,1100.38,1.0,1.0,1.0,0.0,0.2052
,,,,,,,,
2.5376,2.9216,2.3362,1102.81,1.0,1.0,1.0,0.0,0.1952
,,,,,,,,
2.359,2.8898,0.9409,1105.18,1.0,1.0,1.0,0.0,0.1736
,,,,,,,,
4.3461,1.4647,1.6619,1107.43,1.0,1.0,1.0,0.0,0.1936
,,,,,,,,
4.2719,1.6352,2.2499,1106.64,1.0,1.0,1.0,0.0,0.2034
,,,,,,,,
3.4209,1.7874,2.4011,1107.96,1.0,1.0,1.0,0.0,0.1862
,,,,,,,,
1.3607,4.0928,3.3183,1101.28,1.0,1.0,1.0,0.0,0.2063
,,,,,,,,
2.6521,2.2844,1.6568,1109.56,1.0,1.0,1.0,0.0,0.1716
,,,,,,,,
3.1999,2.115,2.4478,1107.39,1.0,1.0,1.0,0.0,0.1906
,,,,,,,,
1.6692,3.0081,6.6034,1102.14,1.0,1.0,1.0,0.0,0.22
,,,,,,,,
1.5894,3.0906,3.8344,1106.03,1.0,1.0,1.0,0.0,0.1894
,,,,,,,,
2.7661,1.9906,1.632,1110.1,1.0,1.0,1.0,0.0,0.1656
,,,,,,,,
2.7732,2.6528,2.3804,1107.06,1.0,1.0,1.0,0.0,0.1942
,,,,,,,,
1.3736,4.1994,5.9346,1100.38,1.0,1.0,1.0,0.0,0.2388
,,,,,,,,
3.3354,1.0448,8.0583,,,,,,
1.0178,2.6474,13.6003,1221.4,2.0,2.0,2.0,0.0,0.2416
,,,,,,,,
1.5434,3.1311,2.6456,1107.38,1.0,1.0,1.0,0.0,0.176
,,,,,,,,
0.7818,1.5843,14.4426,,,,,,
7.4265,1.472,1.9386,1227.91,2.0,2.0,2.0,0.0,0.2439
,,,,,,,,
2.4721,3.0461,2.2531,1107.17,1.0,1.0,1.0,0.0,0.1961
,,,,,,,,
2.6347,2.8736,1.4482,1107.87,1.0,1.0,1.0,0.0,0.1867
,,,,,,,,
3.4605,1.7769,2.6278,1107.69,1.0,1.0,1.0,0.0,0.1896
,,,,,,,,
0.1631,4.3355,10.2586,1098.6,1.0,1.0,1.0,0.0,0.2506
,,,,,,,,
2.8891,2.4606,0.5635,1109.56,1.0,1.0,1.0,0.0,0.1715
,,,,,,,,
2.9438,1.9608,2.2188,1107.22,1.0,1.0,1.0,0.0,0.1762
,,,,,,,,
2.8997,2.029,1.5017,1109.62,1.0,1.0,1.0,0.0,0.1691
,,,,,,,,
3.7439,1.3195,3.6841,1103.54,1.0,1.0,1.0,0.0,0.1951
,,,,,,,,
3.4705,1.7676,1.2345,1109.33,1.0,1.0,1.0,0.0,0.1741
,,,,,,,,
2.2075,2.8117,4.212,1100.69,1.0,1.0,1.0,0.0,0.2033
,,,,,,,,
4.4037,1.6657,2.5904,1105.84,1.0,1.0,1.0,0.0,0.2117
,,,,,,,,
2.627,2.3075,0.8612,1110.31,1.0,1.0,1.0,0.0,0.1627
,,,,,,,,
2.7453,2.1326,6.269,1102.1,1.0,1.0,1.0,0.0,0.2208
,,,,,,,,
2.5179,2.452,4.9063,1103.34,1.0,1.0,1.0,0.0,0.2089
,,,,,,,,
1.5864,2.4241,10.6193,1100.68,1.0,1.0,1.0,0.0,0.2419
,,,,,,,,
3.48,1.6413,3.3408,1107.29,1.0,1.0,1.0,0.0,0.1938
,,,,,,,,
2.0054,2.3844,8.1631,1100.5,1.0,1.0,1.0,0.0,0.2279
,,,,,,,,
1.006,3.5422,7.0312,,,,,,
2.482,1.4421,2.9074,1104.89,1.0,1.0,1.0,0.0,0.1877
,,,,,,,,
2.5552,1.9325,6.4559,1103.59,1.0,1.0,1.0,0.0,0.2114
,,,,,,,,
3.7876,1.2307,7.9808,1098.88,1.0,1.0,1.0,0.0,0.241
,,,,,,,,
2.9187,1.2569,6.6341,,,,,,
1.735,2.8172,4.2702,1225.96,2.0,2.0,2.0,0.0,0.1965
,,,,,,,,
